X_Value;Acelera??o (Collected);
2017880,00;-0.028019;
2018368,00;-0.035590;
2018856,00;-0.043485;
2019344,00;-0.049751;
2019832,00;-0.056512;
2020320,00;-0.062094;
2020808,00;-0.067762;
2021296,00;-0.074803;
2021784,00;-0.080258;
2022272,00;-0.084815;
2022760,00;-0.088732;
2023248,00;-0.093296;
2023736,00;-0.098568;
2024224,00;-0.104089;
2024712,00;-0.109208;
2025200,00;-0.115126;
2025688,00;-0.119519;
2026176,00;-0.124132;
2026664,00;-0.128281;
2027152,00;-0.132009;
2027640,00;-0.135639;
2028128,00;-0.137292;
2028616,00;-0.141069;
2029104,00;-0.144345;
2029592,00;-0.147994;
2030080,00;-0.151234;
2030568,00;-0.154882;
2031056,00;-0.157713;
2031544,00;-0.159495;
2032032,00;-0.161527;
2032520,00;-0.162179;
2033008,00;-0.163595;
2033496,00;-0.164602;
2033984,00;-0.166127;
2034472,00;-0.168482;
2034960,00;-0.169946;
2035448,00;-0.172600;
2035936,00;-0.173339;
2036424,00;-0.174101;
2036912,00;-0.174803;
2037400,00;-0.177213;
2037888,00;-0.178262;
2038376,00;-0.181118;
2038864,00;-0.184211;
2039352,00;-0.187463;
2039840,00;-0.190916;
2040328,00;-0.194205;
2040816,00;-0.197494;
2041304,00;-0.201453;
2041792,00;-0.204876;
2042280,00;-0.211392;
2042768,00;-0.220245;
2043256,00;-0.221758;
2043744,00;-0.219916;
2044232,00;-0.223406;
2044720,00;-0.230806;
2045208,00;-0.236877;
2045696,00;-0.242771;
2046184,00;-0.248915;
2046672,00;-0.253040;
2047160,00;-0.252741;
2047648,00;-0.254260;
2048136,00;-0.257286;
2048624,00;-0.260453;
2049112,00;-0.259794;
2049600,00;-0.259995;
2050088,00;-0.261978;
2050576,00;-0.263418;
2051064,00;-0.262887;
2051552,00;-0.263619;
2052040,00;-0.259299;
2052528,00;-0.257506;
2053016,00;-0.256078;
2053504,00;-0.262991;
2053992,00;-0.254693;
2054480,00;-0.264351;
2054968,00;-0.275663;
2055456,00;-0.268872;
2055944,00;-0.269360;
2056432,00;-0.272137;
2056920,00;-0.284187;
2057408,00;-0.277530;
2057896,00;-0.282777;
2058384,00;-0.284162;
2058872,00;-0.292045;
2059360,00;-0.295291;
2059848,00;-0.299440;
2060336,00;-0.304162;
2060824,00;-0.313046;
2061312,00;-0.322600;
2061800,00;-0.331551;
2062288,00;-0.334784;
2062776,00;-0.337152;
2063264,00;-0.339269;
2063752,00;-0.340483;
2064240,00;-0.342618;
2064728,00;-0.344009;
2065216,00;-0.350294;
2065704,00;-0.356224;
2066192,00;-0.356572;
2066680,00;-0.358280;
2067168,00;-0.361624;
2067656,00;-0.363412;
2068144,00;-0.367823;
2068632,00;-0.371654;
2069120,00;-0.376468;
2069608,00;-0.382832;
2070096,00;-0.380696;
2070584,00;-0.380007;
2071072,00;-0.385016;
2071560,00;-0.392332;
2072048,00;-0.393985;
2072536,00;-0.393820;
2073024,00;-0.392496;
2073512,00;-0.388646;
2074000,00;-0.387298;
2074488,00;-0.384272;
2074976,00;-0.378970;
2075464,00;-0.374339;
2075952,00;-0.367359;
2076440,00;-0.361917;
2076928,00;-0.358750;
2077416,00;-0.359440;
2077904,00;-0.358524;
2078392,00;-0.353052;
2078880,00;-0.347975;
2079368,00;-0.344510;
2079856,00;-0.340812;
2080344,00;-0.338628;
2080832,00;-0.336108;
2081320,00;-0.334064;
2081808,00;-0.331227;
2082296,00;-0.329928;
2082784,00;-0.330099;
2083272,00;-0.329312;
2083760,00;-0.327237;
2084248,00;-0.322978;
2084736,00;-0.320105;
2085224,00;-0.320123;
2085712,00;-0.322411;
2086200,00;-0.327316;
2086688,00;-0.331441;
2087176,00;-0.332606;
2087664,00;-0.333521;
2088152,00;-0.331770;
2088640,00;-0.332923;
2089128,00;-0.331288;
2089616,00;-0.330300;
2090104,00;-0.328341;
2090592,00;-0.327518;
2091080,00;-0.328201;
2091568,00;-0.330788;
2092056,00;-0.333967;
2092544,00;-0.336261;
2093032,00;-0.335730;
2093520,00;-0.333912;
2094008,00;-0.333887;
2094496,00;-0.333796;
2094984,00;-0.330953;
2095472,00;-0.329598;
2095960,00;-0.329787;
2096448,00;-0.325730;
2096936,00;-0.317884;
2097424,00;-0.311130;
2097912,00;-0.306279;
2098400,00;-0.301856;
2098888,00;-0.299775;
2099376,00;-0.300739;
2099864,00;-0.298567;
2100352,00;-0.291520;
2100840,00;-0.282905;
2101328,00;-0.274778;
2101816,00;-0.267719;
2102304,00;-0.264595;
2102792,00;-0.261227;
2103280,00;-0.251789;
2103768,00;-0.240898;
2104256,00;-0.232039;
2104744,00;-0.233326;
2105232,00;-0.239836;
2105720,00;-0.236310;
2106208,00;-0.229452;
2106696,00;-0.217402;
2107184,00;-0.206731;
2107672,00;-0.198336;
2108160,00;-0.202338;
2108648,00;-0.203400;
2109136,00;-0.197719;
2109624,00;-0.186499;
2110112,00;-0.178110;
2110600,00;-0.177805;
2111088,00;-0.179477;
2111576,00;-0.180337;
2112064,00;-0.174583;
2112552,00;-0.169275;
2113040,00;-0.164663;
2113528,00;-0.161167;
2114016,00;-0.164541;
2114504,00;-0.163150;
2114992,00;-0.156938;
2115480,00;-0.158781;
2115968,00;-0.126786;
2116456,00;-0.126786;
2116944,00;-0.138873;
2117432,00;-0.141765;
2117920,00;-0.129934;
2118408,00;-0.115120;
2118896,00;-0.126627;
2119384,00;-0.104950;
2119872,00;-0.116993;
2120360,00;-0.132661;
2120848,00;-0.111057;
2121336,00;-0.085450;
2121824,00;-0.076829;
2122312,00;-0.078921;
2122800,00;-0.073516;
2123288,00;-0.084699;
2123776,00;-0.092967;
2124264,00;-0.080184;
2124752,00;-0.066469;
2125240,00;-0.066658;
2125728,00;-0.069434;
2126216,00;-0.073845;
2126704,00;-0.065200;
2127192,00;-0.057128;
2127680,00;-0.056884;
2128168,00;-0.054327;
2128656,00;-0.061332;
2129144,00;-0.071033;
2129632,00;-0.069709;
2130120,00;-0.051777;
2130608,00;-0.043455;
2131096,00;-0.045535;
2131584,00;-0.041203;
2132072,00;-0.039562;
2132560,00;-0.032784;
2133048,00;-0.025822;
2133536,00;-0.011472;
2134024,00;-0.015450;
2134512,00;-0.015090;
2135000,00;-0.014834;
2135488,00;-0.002381;
2135976,00;0.004343;
2136464,00;0.016838;
2136952,00;0.004684;
2137440,00;0.000188;
2137928,00;0.026051;
2138416,00;0.024159;
2138904,00;0.027784;
2139392,00;0.031310;
2139880,00;0.027424;
2140368,00;0.017381;
2140856,00;0.059486;
2141344,00;0.048321;
2141832,00;0.061206;
2142320,00;0.057546;
2142808,00;0.044885;
2143296,00;0.054757;
2143784,00;0.066728;
2144272,00;0.082366;
2144760,00;0.082475;
2145248,00;0.091292;
2145736,00;0.084306;
2146224,00;0.088412;
2146712,00;0.104068;
2147200,00;0.110078;
2147688,00;0.119577;
2148176,00;0.114056;
2148664,00;0.111444;
2149152,00;0.115343;
2149640,00;0.120621;
2150128,00;0.137924;
2150616,00;0.143897;
2151104,00;0.143092;
2151592,00;0.143207;
2152080,00;0.142250;
2152568,00;0.141810;
2153056,00;0.146197;
2153544,00;0.162213;
2154032,00;0.168845;
2154520,00;0.170132;
2155008,00;0.159583;
2155496,00;0.154068;
2155984,00;0.159205;
2156472,00;0.167015;
2156960,00;0.177826;
2157448,00;0.178497;
2157936,00;0.172646;
2158424,00;0.163708;
2158912,00;0.163195;
2159400,00;0.171584;
2159888,00;0.183464;
2160376,00;0.194422;
2160864,00;0.194519;
2161352,00;0.190065;
2161840,00;0.184055;
2162328,00;0.181383;
2162816,00;0.183555;
2163304,00;0.185215;
2163792,00;0.183299;
2164280,00;0.180681;
2164768,00;0.178564;
2165256,00;0.179833;
2165744,00;0.183342;
2166232,00;0.189083;
2166720,00;0.192652;
2167208,00;0.192298;
2167696,00;0.189510;
2168184,00;0.188491;
2168672,00;0.192976;
2169160,00;0.200059;
2169648,00;0.202445;
2170136,00;0.206966;
2170624,00;0.216459;
2171112,00;0.223665;
2171600,00;0.229662;
2172088,00;0.236307;
2172576,00;0.245727;
2173064,00;0.253555;
2173552,00;0.255135;
2174040,00;0.253567;
2174528,00;0.253018;
2175016,00;0.248082;
2175504,00;0.248619;
2175992,00;0.256941;
2176480,00;0.270309;
2176968,00;0.281243;
2177456,00;0.281456;
2177944,00;0.276435;
2178432,00;0.266715;
2178920,00;0.258479;
2179408,00;0.261627;
2179896,00;0.267600;
2180384,00;0.268991;
2180872,00;0.270315;
2181360,00;0.271828;
2181848,00;0.272408;
2182336,00;0.271072;
2182824,00;0.275172;
2183312,00;0.283982;
2183800,00;0.287020;
2184288,00;0.281621;
2184776,00;0.278875;
2185264,00;0.281694;
2185752,00;0.285330;
2186240,00;0.287661;
2186728,00;0.292939;
2187216,00;0.299589;
2187704,00;0.302438;
2188192,00;0.304257;
2188680,00;0.308601;
2189168,00;0.309803;
2189656,00;0.309223;
2190144,00;0.307747;
2190632,00;0.304031;
2191120,00;0.303799;
2191608,00;0.308546;
2192096,00;0.314983;
2192584,00;0.319980;
2193072,00;0.322542;
2193560,00;0.317734;
2194048,00;0.317179;
2194536,00;0.323427;
2195024,00;0.325599;
2195512,00;0.329150;
2196000,00;0.331938;
2196488,00;0.326484;
2196976,00;0.320773;
2197464,00;0.318900;
2197952,00;0.321792;
2198440,00;0.324196;
2198928,00;0.323329;
2199416,00;0.321041;
2199904,00;0.319571;
2200392,00;0.317155;
2200880,00;0.316709;
2201368,00;0.319504;
2201856,00;0.322298;
2202344,00;0.319522;
2202832,00;0.314226;
2203320,00;0.310516;
2203808,00;0.305013;
2204296,00;0.302518;
2204784,00;0.301413;
2205272,00;0.297649;
2205760,00;0.293512;
2206248,00;0.290102;
2206736,00;0.289736;
2207224,00;0.292878;
2207712,00;0.293042;
2208200,00;0.291761;
2208688,00;0.287301;
2209176,00;0.279595;
2209664,00;0.277905;
2210152,00;0.277027;
2210640,00;0.277875;
2211128,00;0.277240;
2211616,00;0.275819;
2212104,00;0.274263;
2212592,00;0.272066;
2213080,00;0.276496;
2213568,00;0.281462;
2214056,00;0.281084;
2214544,00;0.279125;
2215032,00;0.278942;
2215520,00;0.278747;
2216008,00;0.279272;
2216496,00;0.281365;
2216984,00;0.285257;
2217472,00;0.283994;
2217960,00;0.283866;
2218448,00;0.285202;
2218936,00;0.287472;
2219424,00;0.287002;
2219912,00;0.284751;
2220400,00;0.283299;
2220888,00;0.281413;
2221376,00;0.281621;
2221864,00;0.281786;
2222352,00;0.284354;
2222840,00;0.285495;
2223328,00;0.283756;
2223816,00;0.282286;
2224304,00;0.280047;
2224792,00;0.276984;
2225280,00;0.275068;
2225768,00;0.273854;
2226256,00;0.273622;
2226744,00;0.270980;
2227232,00;0.269894;
2227720,00;0.270297;
2228208,00;0.269803;
2228696,00;0.267765;
2229184,00;0.265160;
2229672,00;0.261792;
2230160,00;0.256551;
2230648,00;0.251590;
2231136,00;0.246581;
2231624,00;0.243628;
2232112,00;0.239003;
2232600,00;0.234946;
2233088,00;0.231371;
2233576,00;0.228296;
2234064,00;0.225953;
2234552,00;0.221786;
2235040,00;0.217374;
2235528,00;0.211902;
2236016,00;0.204440;
2236504,00;0.199327;
2236992,00;0.195459;
2237480,00;0.191621;
2237968,00;0.188839;
2238456,00;0.187069;
2238944,00;0.185642;
2239432,00;0.184318;
2239920,00;0.182768;
2240408,00;0.180126;
2240896,00;0.177320;
2241384,00;0.174116;
2241872,00;0.172005;
2242360,00;0.169205;
2242848,00;0.167918;
2243336,00;0.166173;
2243824,00;0.163555;
2244312,00;0.161999;
2244800,00;0.159913;
2245288,00;0.158021;
2245776,00;0.154318;
2246264,00;0.150858;
2246752,00;0.148802;
2247240,00;0.145300;
2247728,00;0.141517;
2248216,00;0.136710;
2248704,00;0.133549;
2249192,00;0.129907;
2249680,00;0.126344;
2250168,00;0.122329;
2250656,00;0.118418;
2251144,00;0.114220;
2251632,00;0.109998;
2252120,00;0.106167;
2252608,00;0.103226;
2253096,00;0.099925;
2253584,00;0.096636;
2254072,00;0.093391;
2254560,00;0.089797;
2255048,00;0.086563;
2255536,00;0.083385;
2256024,00;0.081194;
2256512,00;0.077155;
2257000,00;0.072195;
2257488,00;0.071505;
2257976,00;0.071280;
2258464,00;0.070413;
2258952,00;0.067771;
2259440,00;0.065770;
2259928,00;0.063696;
2260416,00;0.061414;
2260904,00;0.058040;
2261392,00;0.054306;
2261880,00;0.052732;
2262368,00;0.051957;
2262856,00;0.051206;
2263344,00;0.049431;
2263832,00;0.047533;
2264320,00;0.043208;
2264808,00;0.038894;
2265296,00;0.035136;
2265784,00;0.033360;
2266272,00;0.031573;
2266760,00;0.029986;
2267248,00;0.028241;
2267736,00;0.027314;
2268224,00;0.026576;
2268712,00;0.023067;
2269200,00;0.018833;
2269688,00;0.015276;
2270176,00;0.011176;
2270664,00;0.005325;
2271152,00;-74,77;
2271640,00;-0.004608;
2272128,00;-0.008848;
2272616,00;-0.012900;
2273104,00;-0.016017;
2273592,00;-0.018501;
2274080,00;-0.023595;
2274568,00;-0.029086;
2275056,00;-0.036200;
2275544,00;-0.044242;
2276032,00;-0.050081;
2276520,00;-0.057146;
2277008,00;-0.064095;
2277496,00;-0.070697;
2277984,00;-0.077414;
2278472,00;-0.083662;
2278960,00;-0.088275;
2279448,00;-0.093931;
2279936,00;-0.098122;
2280424,00;-0.101899;
2280912,00;-0.105932;
2281400,00;-0.109288;
2281888,00;-0.113442;
2282376,00;-0.117183;
2282864,00;-0.121289;
2283352,00;-0.125200;
2283840,00;-0.128592;
2284328,00;-0.131929;
2284816,00;-0.134498;
2285304,00;-0.136682;
2285792,00;-0.138092;
2286280,00;-0.138818;
2286768,00;-0.140190;
2287256,00;-0.141258;
2287744,00;-0.143009;
2288232,00;-0.144650;
2288720,00;-0.146322;
2289208,00;-0.149715;
2289696,00;-0.152204;
2290184,00;-0.154724;
2290672,00;-0.155181;
2291160,00;-0.156023;
2291648,00;-0.156151;
2292136,00;-0.156908;
2292624,00;-0.157420;
2293112,00;-0.158323;
2293600,00;-0.159501;
2294088,00;-0.161862;
2294576,00;-0.162240;
2295064,00;-0.162405;
2295552,00;-0.163577;
2296040,00;-0.165810;
2296528,00;-0.167335;
2297016,00;-0.169959;
2297504,00;-0.171880;
2297992,00;-0.173937;
2298480,00;-0.176334;
2298968,00;-0.180093;
2299456,00;-0.185358;
2299944,00;-0.190007;
2300432,00;-0.193308;
2300920,00;-0.200245;
2301408,00;-0.205791;
2301896,00;-0.207317;
2302384,00;-0.212375;
2302872,00;-0.220880;
2303360,00;-0.226536;
2303848,00;-0.230288;
2304336,00;-0.231508;
2304824,00;-0.233210;
2305312,00;-0.235657;
2305800,00;-0.238689;
2306288,00;-0.242826;
2306776,00;-0.248091;
2307264,00;-0.249141;
2307752,00;-0.250154;
2308240,00;-0.250221;
2308728,00;-0.250977;
2309216,00;-0.250202;
2309704,00;-0.248732;
2310192,00;-0.248311;
2310680,00;-0.253003;
2311168,00;-0.244827;
2311656,00;-0.261014;
2312144,00;-0.261166;
2312632,00;-0.258488;
2313120,00;-0.259897;
2313608,00;-0.270080;
2314096,00;-0.277664;
2314584,00;-0.273558;
2315072,00;-0.279190;
2315560,00;-0.275321;
2316048,00;-0.276627;
2316536,00;-0.272863;
2317024,00;-0.276523;
2317512,00;-0.283204;
2318000,00;-0.292631;
2318488,00;-0.300410;
2318976,00;-0.306676;
2319464,00;-0.310837;
2319952,00;-0.312258;
2320440,00;-0.312027;
2320928,00;-0.311722;
2321416,00;-0.310471;
2321904,00;-0.308103;
2322392,00;-0.308933;
2322880,00;-0.310483;
2323368,00;-0.311477;
2323856,00;-0.314376;
2324344,00;-0.319604;
2324832,00;-0.326078;
2325320,00;-0.331032;
2325808,00;-0.333772;
2326296,00;-0.333466;
2326784,00;-0.333619;
2327272,00;-0.333814;
2327760,00;-0.333808;
2328248,00;-0.334711;
2328736,00;-0.335883;
2329224,00;-0.337664;
2329712,00;-0.339031;
2330200,00;-0.337902;
2330688,00;-0.336346;
2331176,00;-0.337194;
2331664,00;-0.337304;
2332152,00;-0.335425;
2332640,00;-0.332472;
2333128,00;-0.328860;
2333616,00;-0.326133;
2334104,00;-0.324174;
2334592,00;-0.322441;
2335080,00;-0.320806;
2335568,00;-0.318939;
2336056,00;-0.317896;
2336544,00;-0.318293;
2337032,00;-0.316706;
2337520,00;-0.315425;
2338008,00;-0.311502;
2338496,00;-0.307408;
2338984,00;-0.305035;
2339472,00;-0.303540;
2339960,00;-0.303302;
2340448,00;-0.301667;
2340936,00;-0.300416;
2341424,00;-0.299519;
2341912,00;-0.300398;
2342400,00;-0.303338;
2342888,00;-0.304601;
2343376,00;-0.306157;
2343864,00;-0.306029;
2344352,00;-0.305260;
2344840,00;-0.305718;
2345328,00;-0.306902;
2345816,00;-0.307823;
2346304,00;-0.309122;
2346792,00;-0.307884;
2347280,00;-0.306517;
2347768,00;-0.304729;
2348256,00;-0.303033;
2348744,00;-0.302008;
2349232,00;-0.302289;
2349720,00;-0.300477;
2350208,00;-0.297445;
2350696,00;-0.294937;
2351184,00;-0.294186;
2351672,00;-0.292265;
2352160,00;-0.291142;
2352648,00;-0.291203;
2353136,00;-0.285773;
2353624,00;-0.279141;
2354112,00;-0.272899;
2354600,00;-0.268189;
2355088,00;-0.265260;
2355576,00;-0.264589;
2356064,00;-0.261258;
2356552,00;-0.254925;
2357040,00;-0.248244;
2357528,00;-0.242027;
2358016,00;-0.238067;
2358504,00;-0.232637;
2358992,00;-0.230983;
2359480,00;-0.226279;
2359968,00;-0.222021;
2360456,00;-0.218634;
2360944,00;-0.217518;
2361432,00;-0.214724;
2361920,00;-0.212844;
2362408,00;-0.206542;
2362896,00;-0.204510;
2363384,00;-0.202131;
2363872,00;-0.197146;
2364360,00;-0.192875;
2364848,00;-0.189751;
2365336,00;-0.186420;
2365824,00;-0.180337;
2366312,00;-0.177646;
2366800,00;-0.176853;
2367288,00;-0.173747;
2367776,00;-0.169232;
2368264,00;-0.165041;
2368752,00;-0.161441;
2369240,00;-0.157646;
2369728,00;-0.152588;
2370216,00;-0.150758;
2370704,00;-0.149599;
2371192,00;-0.148317;
2371680,00;-0.147738;
2372168,00;-0.144809;
2372656,00;-0.139287;
2373144,00;-0.132875;
2373632,00;-0.127183;
2374120,00;-0.124803;
2374608,00;-0.124943;
2375096,00;-0.126347;
2375584,00;-0.125096;
2376072,00;-0.119611;
2376560,00;-0.111081;
2377048,00;-0.103522;
2377536,00;-0.097073;
2378024,00;-0.090538;
2378512,00;-0.082826;
2379000,00;-0.076347;
2379488,00;-0.071002;
2379976,00;-0.068086;
2380464,00;-0.064968;
2380952,00;-0.063034;
2381440,00;-0.063638;
2381928,00;-0.062662;
2382416,00;-0.063418;
2382904,00;-0.062186;
2383392,00;-0.059825;
2383880,00;-0.056176;
2384368,00;-0.051271;
2384856,00;-0.051118;
2385344,00;-0.046939;
2385832,00;-0.047347;
2386320,00;-0.046804;
2386808,00;-0.043626;
2387296,00;-0.038745;
2387784,00;-0.030911;
2388272,00;-0.028067;
2388760,00;-0.027262;
2389248,00;-0.027958;
2389736,00;-0.030032;
2390224,00;-0.028836;
2390712,00;-0.022613;
2391200,00;-0.015981;
2391688,00;-0.011277;
2392176,00;-0.007036;
2392664,00;-0.002192;
2393152,00;0.002494;
2393640,00;0.006429;
2394128,00;0.008742;
2394616,00;0.013934;
2395104,00;0.016978;
2395592,00;0.022457;
2396080,00;0.020572;
2396568,00;0.028156;
2397056,00;0.025526;
2397544,00;0.037942;
2398032,00;0.010419;
2398520,00;0.043635;
2399008,00;0.055050;
2399496,00;0.060065;
2399984,00;0.050499;
2400472,00;0.066289;
2400960,00;0.033153;
2401448,00;0.051633;
2401936,00;0.079797;
2402424,00;0.073256;
2402912,00;0.084208;
2403400,00;0.071487;
2403888,00;0.070584;
2404376,00;0.080456;
2404864,00;0.103592;
2405352,00;0.096563;
2405840,00;0.100383;
2406328,00;0.107234;
2406816,00;0.091182;
2407304,00;0.100907;
2407792,00;0.112054;
2408280,00;0.123751;
2408768,00;0.119406;
2409256,00;0.118058;
2409744,00;0.130376;
2410232,00;0.118211;
2410720,00;0.132988;
2411208,00;0.148784;
2411696,00;0.144916;
2412184,00;0.144702;
2412672,00;0.146228;
2413160,00;0.138863;
2413648,00;0.140120;
2414136,00;0.173134;
2414624,00;0.177448;
2415112,00;0.179498;
2415600,00;0.171652;
2416088,00;0.163677;
2416576,00;0.165965;
2417064,00;0.168107;
2417552,00;0.173830;
2418040,00;0.175434;
2418528,00;0.168882;
2419016,00;0.160303;
2419504,00;0.156575;
2419992,00;0.166465;
2420480,00;0.178259;
2420968,00;0.181334;
2421456,00;0.175154;
2421944,00;0.172140;
2422432,00;0.167942;
2422920,00;0.166984;
2423408,00;0.178924;
2423896,00;0.186600;
2424384,00;0.186648;
2424872,00;0.180401;
2425360,00;0.181737;
2425848,00;0.192347;
2426336,00;0.204916;
2426824,00;0.218027;
2427312,00;0.221688;
2427800,00;0.219760;
2428288,00;0.212390;
2428776,00;0.207185;
2429264,00;0.206893;
2429752,00;0.209534;
2430240,00;0.213433;
2430728,00;0.213970;
2431216,00;0.213994;
2431704,00;0.214501;
2432192,00;0.220864;
2432680,00;0.230138;
2433168,00;0.237161;
2433656,00;0.239736;
2434144,00;0.234348;
2434632,00;0.229034;
2435120,00;0.226179;
2435608,00;0.228888;
2436096,00;0.234495;
2436584,00;0.237606;
2437072,00;0.237277;
2437560,00;0.240877;
2438048,00;0.247582;
2438536,00;0.254452;
2439024,00;0.259431;
2439512,00;0.260571;
2440000,00;0.258540;
2440488,00;0.253317;
2440976,00;0.250541;
2441464,00;0.249925;
2441952,00;0.251426;
2442440,00;0.252866;
2442928,00;0.253665;
2443416,00;0.252408;
2443904,00;0.253348;
2444392,00;0.255788;
2444880,00;0.260950;
2445368,00;0.267594;
2445856,00;0.272011;
2446344,00;0.273494;
2446832,00;0.274391;
2447320,00;0.276929;
2447808,00;0.281621;
2448296,00;0.282359;
2448784,00;0.279729;
2449272,00;0.276868;
2449760,00;0.277161;
2450248,00;0.279479;
2450736,00;0.283317;
2451224,00;0.285886;
2451712,00;0.285477;
2452200,00;0.286502;
2452688,00;0.288772;
2453176,00;0.290919;
2453664,00;0.291920;
2454152,00;0.288381;
2454640,00;0.280822;
2455128,00;0.277332;
2455616,00;0.276618;
2456104,00;0.277881;
2456592,00;0.281895;
2457080,00;0.287088;
2457568,00;0.291755;
2458056,00;0.296099;
2458544,00;0.297783;
2459032,00;0.296069;
2459520,00;0.293775;
2460008,00;0.291993;
2460496,00;0.289559;
2460984,00;0.286978;
2461472,00;0.285672;
2461960,00;0.281456;
2462448,00;0.278479;
2462936,00;0.276734;
2463424,00;0.274531;
2463912,00;0.269296;
2464400,00;0.263695;
2464888,00;0.259766;
2465376,00;0.259382;
2465864,00;0.260510;
2466352,00;0.259791;
2466840,00;0.256264;
2467328,00;0.252896;
2467816,00;0.251304;
2468304,00;0.250480;
2468792,00;0.251072;
2469280,00;0.251578;
2469768,00;0.250742;
2470256,00;0.249833;
2470744,00;0.251005;
2471232,00;0.254482;
2471720,00;0.257283;
2472208,00;0.259016;
2472696,00;0.260181;
2473184,00;0.261261;
2473672,00;0.261523;
2474160,00;0.259650;
2474648,00;0.257039;
2475136,00;0.255758;
2475624,00;0.254318;
2476112,00;0.255715;
2476600,00;0.257320;
2477088,00;0.257710;
2477576,00;0.256740;
2478064,00;0.256886;
2478552,00;0.255550;
2479040,00;0.255996;
2479528,00;0.255025;
2480016,00;0.255208;
2480504,00;0.254983;
2480992,00;0.254757;
2481480,00;0.254537;
2481968,00;0.254251;
2482456,00;0.252518;
2482944,00;0.251121;
2483432,00;0.250065;
2483920,00;0.250102;
2484408,00;0.248912;
2484896,00;0.247179;
2485384,00;0.244312;
2485872,00;0.242030;
2486360,00;0.239412;
2486848,00;0.237350;
2487336,00;0.233659;
2487824,00;0.229065;
2488312,00;0.224116;
2488800,00;0.220761;
2489288,00;0.217277;
2489776,00;0.213982;
2490264,00;0.211200;
2490752,00;0.208418;
2491240,00;0.206581;
2491728,00;0.204342;
2492216,00;0.202170;
2492704,00;0.198479;
2493192,00;0.195508;
2493680,00;0.190932;
2494168,00;0.186008;
2494656,00;0.183049;
2495144,00;0.180023;
2495632,00;0.177643;
2496120,00;0.175087;
2496608,00;0.174336;
2497096,00;0.172670;
2497584,00;0.171670;
2498072,00;0.170193;
2498560,00;0.167924;
2499048,00;0.165953;
2499536,00;0.163610;
2500024,00;0.161609;
2500512,00;0.159187;
2501000,00;0.157442;
2501488,00;0.156533;
2501976,00;0.153482;
2502464,00;0.153177;
2502952,00;0.152640;
2503440,00;0.151902;
2503928,00;0.151017;
2504416,00;0.148888;
2504904,00;0.146813;
2505392,00;0.143159;
2505880,00;0.139205;
2506368,00;0.135239;
2506856,00;0.132689;
2507344,00;0.129388;
2507832,00;0.125007;
2508320,00;0.121200;
2508808,00;0.117674;
2509296,00;0.114788;
2509784,00;0.110901;
2510272,00;0.107802;
2510760,00;0.104056;
2511248,00;0.100340;
2511736,00;0.096185;
2512224,00;0.091591;
2512712,00;0.089016;
2513200,00;0.084477;
2513688,00;0.081334;
2514176,00;0.078021;
2514664,00;0.072890;
2515152,00;0.069040;
2515640,00;0.067655;
2516128,00;0.068113;
2516616,00;0.067033;
2517104,00;0.064367;
2517592,00;0.062896;
2518080,00;0.059022;
2518568,00;0.052768;
2519056,00;0.049150;
2519544,00;0.049083;
2520032,00;0.047570;
2520520,00;0.043848;
2521008,00;0.039162;
2521496,00;0.036521;
2521984,00;0.033488;
2522472,00;0.029858;
2522960,00;0.029236;
2523448,00;0.026734;
2523936,00;0.024568;
2524424,00;0.022347;
2524912,00;0.019584;
2525400,00;0.017649;
2525888,00;0.015789;
2526376,00;0.013269;
2526864,00;0.010596;
2527352,00;0.008559;
2527840,00;0.006685;
2528328,00;0.005075;
2528816,00;0.003909;
2529304,00;0.001243;
2529792,00;-0.001783;
2530280,00;-0.006030;
2530768,00;-0.009904;
2531256,00;-0.014242;
2531744,00;-0.018183;
2532232,00;-0.022296;
2532720,00;-0.026634;
2533208,00;-0.031887;
2533696,00;-0.037042;
2534184,00;-0.041429;
2534672,00;-0.045688;
2535160,00;-0.050483;
2535648,00;-0.055224;
2536136,00;-0.059147;
2536624,00;-0.065297;
2537112,00;-0.070172;
2537600,00;-0.073918;
2538088,00;-0.078433;
2538576,00;-0.083577;
2539064,00;-0.088446;
2539552,00;-0.091014;
2540040,00;-0.093857;
2540528,00;-0.096188;
2541016,00;-0.099617;
2541504,00;-0.103863;
2541992,00;-0.107268;
2542480,00;-0.110971;
2542968,00;-0.113473;
2543456,00;-0.116036;
2543944,00;-0.118275;
2544432,00;-0.121960;
2544920,00;-0.124553;
2545408,00;-0.126792;
2545896,00;-0.129373;
2546384,00;-0.131191;
2546872,00;-0.133528;
2547360,00;-0.135987;
2547848,00;-0.139007;
2548336,00;-0.141716;
2548824,00;-0.143863;
2549312,00;-0.145663;
2549800,00;-0.148226;
2550288,00;-0.150343;
2550776,00;-0.152777;
2551264,00;-0.155151;
2551752,00;-0.154772;
2552240,00;-0.155541;
2552728,00;-0.155773;
2553216,00;-0.156847;
2553704,00;-0.158921;
2554192,00;-0.161002;
2554680,00;-0.162729;
2555168,00;-0.163168;
2555656,00;-0.163766;
2556144,00;-0.165047;
2556632,00;-0.167030;
2557120,00;-0.170434;
2557608,00;-0.173839;
2558096,00;-0.177884;
2558584,00;-0.182124;
2559072,00;-0.186170;
2559560,00;-0.187854;
2560048,00;-0.189599;
2560536,00;-0.192399;
2561024,00;-0.197835;
2561512,00;-0.202850;
2562000,00;-0.209257;
2562488,00;-0.220245;
2562976,00;-0.225364;
